bedrooms,bathrooms,floors,waterfront,condition,grade,sqft_lot,yr_built,price
4,2,2,0,3,9,10392,1995,740000
4,3,2,0,3,9,2350,1924,991700
3,2,2,0,4,9,9600,1909,765000
4,2,2,0,4,8,8734,1961,802000
4,2,1,0,4,8,20000,1969,950000
4,2,2,0,3,7,41167,1988,392000
3,2,1,0,3,8,218235,1989,590000
4,2,2,0,2,7,9000,1989,425000
5,1,1,0,4,8,15143,1944,765000
3,2,2,0,4,7,3488,1983,313500
3,1,2,0,4,6,6840,1947,320000
4,1,1,0,3,8,4485,1960,604000
3,2,2,0,3,8,1657,2004,570000
4,2,2,0,4,8,12028,1982,639000
4,2,1,0,4,7,10200,1963,335000
4,1,2,0,4,8,3520,1917,896000
3,1,1,0,3,7,12349,1957,259500
3,2,1,0,4,7,6000,1958,637000
4,2,1,0,3,8,8874,1980,307450
3,1,1,0,4,7,3561,1925,535000
4,2,1,0,4,7,4046,1940,669500
3,1,1,0,3,7,7148,1952,259000
4,1,1,0,1,7,3300,1919,441000
4,2,2,0,3,7,1612,2003,228800
2,2,1,0,3,8,4950,2006,530000
2,2,1,0,4,6,2272,1924,524000
4,2,1,0,5,8,4840,1925,430000
4,3,1,0,5,9,4760,1906,1325000000
3,1,1,0,3,7,12201,1969,210000
4,2,1,0,3,7,5040,1930,449000
2,2,2,0,3,9,7089,2004,945000
3,1,1,0,3,6,9130,1957,200450
3,1,1,0,3,6,6601,1985,219950
4,3,1,0,4,8,18362,1956,659500
4,2,1,0,5,8,8190,1966,746000
3,1,1,0,3,8,7129,1982,540000
5,2,1,0,3,7,5508,1968,485000
2,1,1,0,3,6,7844,1942,202000
4,5,1,0,4,11,45100,1950,2525000000
3,2,1,0,3,8,11200,1979,502000
2,2,1,0,3,8,10534,2003,279000
3,1,1,0,4,7,4120,1921,409500
3,2,1,0,3,7,15050,1983,453000
4,1,1,0,3,6,5500,1947,367000
3,2,2,0,3,9,5400,1992,550000
3,1,1,0,3,7,8314,1962,273500
4,3,1,0,3,7,7400,1978,505000
3,2,2,0,3,9,40705,1994,770000
4,2,2,0,3,8,7447,1984,565000
3,1,1,0,5,7,10092,1971,316000
4,1,1,0,3,7,7298,1960,160000
3,1,1,0,3,7,9529,1956,170000
3,1,1,0,3,7,9529,1956,235000
4,3,2,0,3,12,39098,1999,1799000000
3,1,1,0,3,7,7050,1967,310000
4,1,1,0,4,7,13629,1955,285000
2,1,1,0,3,6,4920,1942,280000
4,4,2,0,3,10,13860,2004,2298000000
4,2,2,0,3,9,16139,1989,763776
5,2,1,0,3,8,13572,1965,530000
1,1,1,0,3,7,211576,1996,362000
2,1,1,0,3,6,4920,1931,430000
3,1,1,0,4,7,3880,1919,456500
4,2,2,0,3,7,5257,1989,445000
3,1,1,0,3,7,10500,1963,386900
3,1,1,0,4,7,13750,1955,479000
3,2,2,0,3,8,4544,2000,525000
4,1,1,0,3,7,10890,1979,272000
4,1,1,0,3,7,13500,1950,517000
3,1,1,0,4,8,7800,1951,615000
3,1,1,0,3,7,7030,1965,439000
3,2,1,0,4,10,7866,1988,716000
2,1,1,0,4,7,6250,1942,308000
3,2,2,0,4,8,4500,1926,800000
3,2,1,0,3,7,5000,1941,575000
3,1,1,0,4,7,9310,1967,219950
4,2,2,0,4,8,8001,1987,770000
3,1,1,0,3,7,7505,1967,424950
3,2,2,0,3,7,45133,1984,387000
4,1,1,0,3,8,10920,1974,790000
2,1,1,0,3,5,4000,1933,156000
2,1,1,0,5,8,7000,1942,580000
4,2,2,0,3,8,10869,1970,490000
5,3,2,0,3,9,3650,1926,950000
2,2,2,0,3,8,1281,2008,400000
2,2,2,0,3,8,1638,2008,325000
4,2,2,0,3,9,6688,2002,365000
3,1,1,0,4,7,6000,1920,255000
5,3,2,0,3,9,13261,1984,985000
4,2,1,0,3,7,10722,1967,595000
3,1,1,0,5,7,7085,1944,427500
3,1,1,0,3,8,4000,1915,728000
2,1,1,0,3,7,4000,1940,549950
3,2,1,0,3,7,10501,1954,650000
5,3,1,0,4,9,13394,1968,1125000000
3,1,1,0,5,6,6500,1969,203000
2,1,1,0,5,6,3300,1903,311000
6,2,1,0,3,6,7684,1932,387500
4,2,1,0,3,7,7200,1963,370000
2,1,1,0,3,6,6100,1951,228000
2,1,1,0,5,7,4800,1923,740000
4,2,1,0,3,7,6630,1974,200000
3,1,1,0,4,7,3500,1927,660000
4,2,2,0,3,7,8426,1944,275000
2,1,1,0,3,7,5250,1938,708000
3,2,2,0,3,8,9675,1993,280000
4,2,2,0,3,8,5702,2002,325000
3,2,2,0,3,7,47480,1995,495000
2,2,1,0,3,7,3810,1922,691000
4,2,2,0,4,11,18362,1983,2288000000
3,2,1,0,5,7,22482,1979,329500
3,2,2,0,3,9,7458,1989,348000
2,1,1,0,4,7,6212,1947,425000
3,1,1,0,3,6,21043,1942,210000
2,1,1,0,3,6,4895,1951,285000
3,1,1,0,3,6,8840,1966,222000
4,2,1,0,3,7,9600,1961,200000
3,2,1,0,3,7,8749,1995,247500
4,5,1,0,3,11,217374,2006,1.5e+006
3,1,1,0,3,6,9452,1942,190000
4,2,1,0,4,9,4950,1921,975000
4,3,2,0,4,9,4649,1925,1.13e+006
4,1,1,0,4,8,12540,1958,283200
3,2,1,0,4,8,8073,1937,650000
3,2,1,0,4,7,6610,1954,449500
3,1,1,0,3,7,6682,1987,400000
1,1,1,0,3,5,4080,1942,89950
3,1,1,0,3,6,8291,1950,158800
4,3,2,0,3,9,7108,2011,870000
3,1,1,0,3,6,18568,1989,196000
3,1,1,0,5,8,8603,1940,850000
4,2,2,0,3,9,5101,2005,775000
3,2,2,0,3,8,4308,2001,483500
3,1,2,0,3,7,21929,1990,387000
3,3,2,0,3,10,30869,1951,900000
3,1,1,0,3,7,5000,1964,336000
2,1,1,0,5,6,6000,1949,415000
0,1,3,0,3,8,979,2006,380000
3,1,1,0,3,6,4400,1909,350000
4,5,2,0,3,11,10369,2005,1.32e+006
3,1,1,0,4,8,5800,1945,765000
4,2,2,0,3,8,6736,2013,527000
4,2,1,0,5,8,5000,1908,524000
2,1,1,0,3,6,5413,1937,448000
4,3,2,0,3,9,241322,1981,775000
3,1,1,0,4,5,9900,1910,176500
4,2,1,0,4,8,11120,1952,750000
4,2,1,0,5,8,6000,1951,1265000000
3,1,1,0,3,7,6750,1958,250000
3,2,1,0,5,8,6390,1900,759000
3,2,1,0,4,7,4640,1926,640000
3,3,2,0,5,8,4182,1910,990000
4,1,1,0,4,7,7945,1946,395000
2,1,2,0,3,7,1103,2006,275000
3,2,2,0,3,8,4755,1997,390000
5,2,1,0,4,8,4680,1913,752500
2,1,1,0,4,6,5000,1906,450000
2,1,1,0,4,7,5100,1909,473000
3,1,1,0,3,7,10450,1973,178500
3,2,1,0,3,8,59058,1985,485000
3,1,1,0,4,7,8415,1982,215000
4,1,1,0,5,7,4862,1919,589000
4,1,1,0,3,6,9993,1918,325000
3,2,2,0,3,8,1937,2004,580000
4,1,1,0,3,7,7500,1954,181100
3,2,1,0,4,7,4200,1908,345000
3,1,1,0,3,8,8729,1960,781000
4,1,1,0,3,7,3630,1903,402500
3,1,1,0,3,7,7200,1948,426000
3,2,2,0,3,7,4515,2005,389000
6,3,2,0,4,8,36171,1970,670000
4,3,2,0,3,10,5800,1909,1506000000
3,2,2,0,3,7,3230,1997,288400
4,2,1,0,5,7,4635,1908,700000
4,3,1,0,3,8,6000,1968,830000
2,2,2,1,3,12,32044,1989,1899000000
2,1,1,0,3,7,6380,1967,350500
3,1,1,0,4,7,9000,1956,431000
3,2,1,0,3,8,8250,1958,485000
3,1,1,0,4,8,7500,1949,780000
2,1,1,0,3,8,9000,1957,720000
3,1,1,0,3,7,73616,1971,415000
4,1,1,0,3,7,5500,1941,480000
4,2,1,0,4,7,10000,1979,452250
3,2,2,0,3,8,8170,1985,316000
2,1,1,1,3,6,17635,1945,700000
4,2,1,0,3,7,5500,1925,285000
3,1,1,0,5,7,4050,1906,575000
3,2,1,0,4,8,12430,1960,590000
4,1,1,0,3,8,20868,1956,587500
4,2,1,0,4,8,10270,1968,364000
3,2,2,0,3,8,10190,1986,490000
3,2,1,0,4,8,36704,1978,410000
3,2,2,0,3,9,4297,1999,520000
3,1,1,0,4,7,6591,1947,389000
2,1,1,0,3,7,6000,1910,450000
3,2,2,0,3,7,4240,2006,325000
2,1,1,0,3,7,5000,1924,660000
3,2,2,0,3,10,8170,1995,850000
3,2,2,0,3,7,9874,1990,285000
2,1,1,0,4,7,3121,1923,395000
3,2,2,0,3,7,2401,1996,440000
3,1,1,0,5,6,5648,1917,249000
3,1,1,0,4,8,4400,1930,635000
3,2,2,0,3,9,48993,2001,515000
3,3,2,0,4,9,6073,1954,1.4e+006
2,1,1,0,3,6,8100,1955,200000
4,2,1,0,3,9,8103,1970,1135000000
4,1,1,0,3,6,4600,1946,445000
3,1,1,0,4,7,4200,1920,555000
4,2,1,0,4,7,6413,1950,537000
3,1,1,0,4,7,7500,1968,315000
5,2,2,0,3,9,7266,2000,805000
4,2,1,0,4,8,9030,1969,414000
2,1,2,0,3,7,1648,2002,375000
4,1,1,0,3,8,12523,1952,401000
3,1,1,0,3,7,4583,1967,210000
2,1,1,0,4,7,5110,1939,365000
5,1,1,0,3,7,18200,1960,178000
2,1,1,0,4,7,4000,1923,710000
2,1,1,0,1,6,7980,1928,255000
5,2,1,0,3,8,38009,1977,528000
4,4,2,0,3,10,26040,2006,537000
4,1,1,0,3,7,6110,1955,442000
3,1,1,0,3,7,19550,1978,375000
4,2,2,0,3,9,3220,2005,637250
3,1,1,0,5,7,7200,1942,427500
4,2,2,0,3,8,89298,2004,700000
3,1,1,0,4,7,5750,1909,680000
2,2,1,0,3,7,8251,1941,393820
4,2,1,0,5,7,7200,1940,525000
2,1,1,0,2,7,3816,1929,505000
3,2,1,0,4,7,11337,1959,555565
3,1,1,0,4,7,10819,1942,650000
5,3,2,0,3,8,7254,2005,632500
3,2,2,0,3,7,3800,2005,269000
4,2,1,0,3,7,7716,1978,405000
3,3,2,0,3,10,15745,1986,845000
3,1,1,0,4,7,8820,1961,234000
4,1,1,0,4,7,4236,1946,638000
3,1,1,0,3,7,10950,1967,290000
1,1,1,0,5,3,12981,1920,262000
4,2,2,0,3,8,5835,2003,270000
4,2,2,0,4,9,4876,1948,875000
3,2,2,0,4,8,7840,1982,299000
3,1,1,0,5,7,6000,1947,551000
3,2,2,0,3,7,5280,1950,350000
3,2,2,0,3,10,13367,1992,1901000000
2,1,1,0,3,6,5000,1915,511718
4,3,2,0,5,9,49222,1978,965000
4,2,2,0,3,7,4673,1999,475000
4,2,1,0,5,8,4000,1928,1062000000
2,1,1,0,4,6,15450,1926,252000
6,2,1,0,5,8,13700,1964,580000
2,2,2,0,3,8,1172,2008,374950
5,4,2,0,4,9,9900,1979,739000
4,1,1,0,5,7,7200,1975,271000
2,1,1,0,3,6,7550,1986,230000
3,2,1,0,3,7,9150,1984,210000
3,2,2,0,4,7,5700,1988,350000
3,2,1,0,4,7,12000,1968,491500
3,2,1,0,4,7,9825,1994,325000
3,2,1,0,3,7,7625,1987,190000
4,2,1,0,4,7,4690,1945,658600
3,1,1,0,3,7,8951,1958,299950
5,2,1,0,3,6,3000,1931,464000
3,1,1,0,3,6,18144,1942,308000
3,1,1,0,3,6,7650,1919,625000
3,1,1,0,4,7,9450,1977,240000
4,2,2,0,3,9,35996,1995,530000
5,4,2,1,5,8,8944,1939,1000000
1,1,1,0,3,7,2400,1918,439000
4,1,1,0,4,6,6200,1948,575000
3,1,1,0,3,7,7238,1959,418000
4,3,2,0,4,9,10949,1930,1208000000
4,3,1,0,5,9,3200,1925,1.1e+006
3,3,2,0,3,10,8550,2007,1.9e+006
3,2,2,0,3,9,40278,1985,580000
2,1,1,0,5,7,7372,1939,380000
3,1,1,0,4,5,5375,1924,256000
3,1,1,0,3,8,7066,1957,349950
4,2,2,0,3,7,7200,1962,691500
3,1,1,0,4,7,2500,1908,556000
3,2,1,0,4,8,7084,1968,218000
4,2,1,0,5,7,4500,1908,425000
3,3,2,0,3,10,38509,1998,935000
4,1,1,0,4,9,11300,1974,732000
3,1,1,0,4,7,10330,1952,805500
3,1,1,0,3,6,5750,1915,507250
4,2,2,0,3,10,67369,1990,800000
3,2,2,0,4,8,8276,1979,600000
4,1,1,0,3,9,12044,1982,627800
2,2,2,0,5,7,6000,1902,660000
2,2,2,0,3,7,3649,1986,153503
3,2,1,0,3,7,9163,1975,456500
5,2,2,0,3,9,8100,2002,1306000000
3,2,2,0,3,11,11448,1997,843500
3,1,1,0,3,7,4080,1925,625000
2,1,1,0,3,7,4080,1921,527000
5,3,1,0,4,9,13738,1951,1965000000
5,2,2,0,4,9,50094,1969,1003000000
4,3,2,0,3,8,5300,1908,855000
4,3,2,0,3,9,27591,2000,725000
1,1,1,0,3,6,7200,2000,315000
3,1,1,0,3,7,16000,1978,180000
2,1,1,0,3,7,5000,1926,700000
3,1,2,0,4,7,8625,1962,476500
3,1,1,0,3,7,9048,1960,193000
4,2,2,0,3,7,6663,1990,295000
2,1,1,0,4,6,4880,1925,363000
4,2,2,0,4,11,21794,1990,875000
3,2,1,0,4,7,8250,1952,257200
3,2,1,0,3,8,11250,1968,555000
3,2,2,0,4,7,15559,1963,380000
4,2,2,0,3,7,7330,1989,282000
4,2,2,0,3,7,6034,1990,545000
3,1,1,0,3,7,5000,1926,550000
3,1,1,0,3,7,5000,1926,921500
3,1,2,0,5,7,2880,1904,885000
4,2,1,0,3,8,6660,1940,820000
3,1,1,0,5,6,7315,1981,289000
1,1,1,0,3,7,5750,1942,334000
3,1,1,0,5,5,5233,1906,206000
3,2,1,0,3,7,10733,1958,491950
3,2,2,0,3,8,7770,2003,430000
3,2,1,0,4,7,7995,1980,208000
4,2,1,0,3,8,6390,1978,245000
2,1,1,0,4,6,2500,1918,426000
3,2,2,0,3,7,3742,2006,400000
3,1,1,0,3,7,5100,1942,553000
2,1,1,0,3,5,4680,1948,296000
3,2,1,0,4,8,32660,1977,428000
4,2,1,0,3,7,6156,1980,325000
2,1,1,0,5,6,6366,1952,294000
3,1,1,0,4,7,8424,1977,410000
4,4,2,0,4,8,57514,1939,590000
3,2,2,0,4,7,4050,1985,445000
4,2,2,0,4,8,5362,1928,921000
3,1,1,0,3,8,37616,1955,496000
2,1,1,0,3,7,8550,1947,95000
4,1,1,0,4,6,6396,1945,359000
3,2,1,0,4,7,88426,1985,452500
4,1,1,0,4,7,6200,1946,555000
5,3,1,0,4,9,42316,1984,549900
5,3,1,0,5,8,10583,1952,569000
4,2,1,0,5,7,7350,1974,318500
2,1,2,0,3,9,1093,2007,487028
3,1,1,0,4,7,7560,1959,240000
3,2,1,0,3,7,9806,1965,253000
5,1,1,0,4,7,38125,1947,380000
2,1,1,0,4,6,16828,1958,250000
2,1,2,0,3,9,19141,1977,368500
3,1,1,0,3,8,27586,1969,340000
2,1,1,0,3,7,4000,1918,400000
3,2,1,0,5,8,4625,1927,835000
3,2,2,0,3,8,7062,1993,299000
6,2,2,0,5,10,6600,1910,1675000000
3,2,1,0,3,7,5706,1998,265000
4,2,2,0,3,8,7513,1998,437500
3,1,2,0,3,7,4725,1947,865000
3,2,1,0,3,8,7200,1988,626000
2,2,2,0,3,7,1118,2009,247300
4,3,2,0,3,11,20377,1997,2075000000
3,1,1,0,2,8,6000,1937,425000
5,3,1,0,3,9,10200,1970,905000
3,2,3,0,3,10,2550,1990,641250
4,2,2,0,3,8,9679,1984,675000
4,2,2,0,3,9,115434,2002,845000
4,1,1,0,4,7,8400,1954,401500
3,2,2,0,3,7,3755,1987,395000
5,2,1,0,5,7,18050,1958,1.1e+006
3,1,1,0,3,6,5490,1954,145000
3,1,1,0,3,8,3825,1930,900000
3,1,1,0,4,7,8636,1968,374500
4,2,2,0,4,8,10451,1965,850000
3,1,1,0,3,7,5750,1951,490000
3,2,2,0,3,8,6773,1993,304000
4,2,1,0,4,7,7200,1963,400000
3,2,2,0,3,8,10000,1992,454000
2,2,1,0,2,6,4750,1950,160000
3,1,1,0,3,7,8030,1966,542000
5,2,1,0,4,8,17300,1968,403500
4,2,2,0,3,7,8471,2003,418000
4,1,2,0,3,7,6000,1951,406000
3,2,1,0,3,7,10000,1978,242500
4,2,2,0,3,9,5440,2003,425000
4,2,1,0,3,7,4815,1909,613000
3,2,1,0,2,7,11481,1995,189000
4,2,1,0,3,7,9450,1947,700000
3,1,1,0,4,7,6516,1935,750000
2,1,1,0,4,7,4650,1906,494000
4,3,2,0,3,9,7778,2000,700000
2,2,1,0,3,8,5580,2007,705000
2,1,1,0,3,7,16470,1977,356000
3,1,1,0,4,7,12558,1984,625000
2,1,1,0,3,5,7500,1940,144975
4,4,2,0,3,11,5906,2004,970000
3,1,1,0,3,7,12596,1977,415000
4,3,1,0,4,8,7048,1979,485000
3,3,2,0,3,10,11769,1997,799950
4,2,2,0,3,10,35001,1991,783350
1,1,1,0,3,7,1362,1943,430000
5,4,2,0,4,10,13431,1941,254475000000
4,2,1,0,3,10,43386,1991,975000
3,1,1,0,3,7,8050,1950,950000
2,1,1,0,3,7,8157,1944,350000
4,2,2,0,3,8,7510,2008,637000
3,2,1,0,3,10,105415,1991,895000
2,2,1,0,5,7,7200,1946,579000
4,1,1,0,3,7,27072,1958,314900
2,1,1,0,3,6,6000,1945,122000
2,1,1,0,5,7,3000,1927,405000
2,2,2,0,3,8,1349,1997,553650
2,2,3,0,3,8,1853,2007,369900
3,2,1,0,4,7,24829,1979,225000
2,1,1,0,3,6,9350,1918,160000
4,2,1,0,3,8,199940,1961,449500
3,1,1,0,4,7,8266,1953,650000
4,2,2,0,3,8,43088,1977,542126
3,1,1,0,3,7,15606,1985,309950
2,1,1,0,3,5,16524,1913,115000
2,1,1,0,4,7,20000,1957,221700
3,2,1,0,4,8,3880,1915,726000
3,1,1,0,4,7,5733,1926,515000
4,2,2,0,3,9,10753,1991,756000
4,3,2,0,5,9,5850,1927,1.57e+006
4,2,1,0,4,8,12007,1979,442000
4,2,2,0,4,7,7992,1975,260000
2,1,1,0,4,7,2723,1923,390000
2,1,1,0,3,7,3825,1929,459500
3,1,1,0,5,7,8000,1948,330000
2,1,1,0,3,6,7128,1944,189000
3,1,1,0,4,7,9322,1954,280000
2,1,1,0,2,7,9519,1948,400000
4,2,1,0,5,6,11193,1942,368000
4,1,1,0,4,8,7875,1968,390000
2,1,1,0,3,6,7475,1945,245000
4,2,1,0,4,7,8432,1960,375000
5,1,1,0,3,6,12491,1961,465000
3,2,1,0,3,7,67953,1997,445000
3,1,1,0,3,7,7800,1952,250000
3,1,1,0,4,8,9416,1952,475500
2,1,1,0,3,8,5795,1940,672324
3,2,1,0,3,6,5029,1937,420000
3,2,1,0,5,7,5100,1907,515000
4,2,2,0,3,9,7665,1986,732350
4,2,2,0,3,7,5000,2005,297500
3,1,1,0,3,8,2720,1929,475000
4,2,2,0,3,7,6497,2003,414000
3,1,1,0,4,6,8840,1952,357250
2,1,1,0,4,6,6000,1950,289950
3,1,1,0,4,6,3713,1917,550000
3,1,1,0,3,7,9998,1958,446000
3,1,1,0,4,5,16738,1932,279000
3,2,2,0,3,7,4859,1988,370000
3,2,1,0,3,6,4125,1998,216000
3,2,1,0,3,7,20000,1952,1.1e+006
4,2,1,0,5,8,15450,1977,12806000000
2,1,1,0,3,7,2500,1988,355000
4,2,2,0,3,9,7312,1988,699000
3,2,3,0,3,8,1991,2014,412000
2,1,1,0,3,6,7200,1923,276000
2,1,1,0,3,6,6426,1944,100000
4,1,1,0,3,8,5080,1914,955500
3,1,1,0,3,7,21262,1958,199000
4,3,2,0,3,9,15253,2007,762000
4,2,1,0,5,7,7983,1967,425000
2,1,2,0,3,7,5031,1910,546000
3,1,1,0,3,7,8460,1976,419600
4,2,1,0,5,8,5102,1954,735000
2,2,3,0,3,11,609,2011,123457000000
2,2,2,0,3,7,2500,1985,445000
3,2,1,0,3,8,41275,1974,665000
5,3,1,0,3,11,290980,2002,1.29e+006
4,2,2,0,3,8,12500,1979,508500
5,1,1,0,3,8,11198,1934,345950
3,1,1,0,3,7,9750,1968,207500
4,2,1,0,4,8,10920,1969,1075000000
3,1,2,0,4,8,3720,1930,640000
3,1,1,0,4,7,13068,1941,329500
4,2,1,0,3,8,9676,1979,460000
3,1,1,0,3,8,14630,1948,1.23e+006
5,3,2,0,4,7,6480,1924,805000
3,1,1,0,3,6,10454,1963,200000
3,1,1,0,3,8,77972,1977,749700
0,1,3,0,3,7,1650,1999,288000
2,1,1,0,4,7,3360,1927,535000
3,2,1,0,4,7,7150,1950,330000
3,2,1,0,4,7,3750,1928,479200
5,2,2,0,3,8,5710,2006,373000
4,1,1,0,4,7,6000,1953,355000
3,2,1,0,3,7,4500,2008,275000
3,1,1,0,3,7,4288,1949,380000
2,1,1,0,4,7,4590,1915,417000
5,3,2,0,3,11,15959,2004,1165000000
3,2,1,0,3,10,12000,1978,598500
3,2,1,0,5,7,5000,1920,629000
2,1,1,0,3,6,6600,1957,226950
4,2,1,0,4,9,11542,1939,1225000000
3,2,1,0,5,8,11100,1979,415000
3,2,2,0,3,8,3075,2001,595000
3,1,1,0,5,6,5525,1968,209950
3,1,1,0,3,7,235224,1973,568000
2,1,1,0,3,6,3180,1951,119900
3,1,1,0,4,7,10200,1962,207000
3,1,1,0,3,7,22489,1967,195000
3,1,1,0,3,7,8710,1955,324950
1,1,1,0,4,6,7583,1947,210000
4,2,2,0,3,9,42733,1995,1078000000
4,1,1,0,3,7,6739,1954,325088
4,3,2,0,4,8,157875,1977,790000
2,1,1,0,3,5,212137,1982,150000
3,3,2,0,3,10,206910,1999,790000
2,1,1,0,3,6,2500,1910,255000
4,3,1,0,5,7,2850,1928,697000
2,1,1,0,4,7,5000,1908,457500
3,2,1,0,5,8,5100,1940,690000
4,3,2,0,3,9,4356,1917,967000
4,1,1,0,4,9,17711,1968,980000
4,2,2,0,4,9,14803,1988,619420
2,1,1,0,3,6,3276,1910,389000
3,1,1,0,3,7,7200,1964,500000
4,1,1,0,4,7,7890,1950,569000
4,2,1,0,4,7,8540,1967,425000
4,2,1,0,4,8,6180,1948,635000
2,1,1,0,4,6,9912,1980,256500
4,2,2,0,3,8,11393,2005,695000
4,1,1,0,3,7,5000,1945,535000
4,2,2,0,3,8,5379,2004,454200
2,1,1,0,3,6,5800,1943,418500
4,2,2,0,4,9,35235,1983,749950
3,1,1,0,3,8,5489,1999,338500
4,3,1,0,3,10,9240,1992,1.25e+006
3,2,2,0,4,8,9830,1993,299950
4,1,1,0,3,7,12500,1963,325000
4,3,2,0,3,8,8171,1973,434000
4,1,1,0,5,7,8976,1978,328950
5,3,2,0,4,10,10655,1912,2095000000
4,2,2,0,3,8,46902,1978,570000
3,2,2,0,3,8,5001,2014,802000
3,1,1,0,3,7,6840,1918,525000
6,3,2,0,4,8,4550,1907,700000
3,1,1,0,3,6,273556,1956,350000
2,1,3,0,3,7,1236,2005,277500
5,2,1,0,4,10,20150,1975,1575000000
3,1,1,0,5,6,4350,1913,195000
3,2,1,0,3,7,6074,1968,222000
5,3,1,0,4,8,8854,1979,865000
4,2,1,0,5,7,6000,1959,445000
4,1,1,0,3,7,4600,1924,495800
3,1,1,0,3,7,4400,1924,548500
3,1,1,0,4,7,10723,1974,310000
3,1,1,0,4,7,8585,1962,205000
5,3,2,0,3,7,6901,2003,470000
3,1,1,0,3,7,349351,2002,430000
2,2,3,0,3,7,2271,1999,310000
4,1,1,0,4,7,7693,1953,355000
5,2,1,0,4,8,15950,1968,621500
6,1,1,0,3,7,8400,1971,175000
6,1,1,0,3,7,8400,1971,326000
4,3,1,0,3,7,5400,1920,690000
4,2,2,0,3,8,7214,2003,335000
4,1,1,0,3,7,11175,1961,197000
3,1,1,0,3,7,7969,1950,312500
3,2,1,0,5,7,6710,1959,436000
4,2,2,0,3,8,4590,2002,1015000000
4,2,2,0,3,9,35225,1992,805000
4,2,2,0,4,8,13129,1979,652427
3,2,1,0,4,9,41339,1945,1008000000
4,2,2,0,3,9,6466,1999,355000
2,1,1,0,3,7,12000,1939,334550
3,2,2,0,3,8,9670,1984,557500
4,2,1,0,3,7,7184,1963,277500
4,3,1,0,3,6,10800,1960,300000
4,1,1,0,4,7,3844,1928,325000
4,2,1,0,3,7,3504,1951,402500
3,1,1,0,4,7,5170,1963,461000
3,1,1,0,3,7,3840,1926,540000
3,1,1,0,4,7,4000,1971,385000
2,1,1,0,3,7,3040,1924,480000
3,2,1,0,4,8,7149,1963,539950
3,2,2,0,3,9,217800,1990,529000
3,2,2,0,3,7,877,2008,417000
3,1,1,0,3,7,12500,1966,405000
3,2,1,0,4,8,9100,1966,299000
3,1,1,0,3,7,15480,1983,299000
3,1,1,0,3,7,5500,1951,372220
2,1,1,0,4,6,1750,1904,494400
3,1,1,0,3,7,6500,1958,280000
3,2,2,0,3,7,6021,1992,277950
3,2,2,0,3,8,54557,1996,770000
4,2,2,0,3,10,28005,1989,760000
2,2,1,0,3,7,3608,2004,230000
4,2,2,0,3,9,7731,1994,525000
3,1,1,0,3,7,6000,1927,307000
4,2,1,0,3,6,9600,1947,253779
3,1,1,0,3,8,7400,1968,405000
2,1,2,0,4,6,11250,1942,360000
2,1,1,0,4,6,7500,1910,521000
4,2,2,0,3,9,13068,1978,680000
1,1,1,0,4,4,33278,1950,355000
3,1,1,0,4,7,9600,1968,200000
3,2,1,0,3,7,4060,1993,330000
3,2,2,0,3,7,5999,1987,221000
4,4,2,0,4,11,6000,1910,159889000000
2,1,1,0,4,6,4920,1947,310000
4,2,1,0,5,8,4200,1932,862000
3,1,1,0,3,7,8340,1960,200000
4,2,1,0,5,7,11100,1957,630000
3,2,2,0,3,7,6232,1985,432250
3,2,1,0,4,7,9500,1977,478000
4,2,1,0,3,7,9576,1962,249000
5,3,1,0,3,9,4750,2006,495000
4,2,1,0,4,7,8800,1960,630000
4,2,2,0,3,8,27540,1997,550000
3,2,2,0,4,8,18674,1994,350000
5,1,2,0,3,7,7480,1966,270000
4,2,1,0,3,7,9610,1963,488250
4,3,2,0,3,7,6519,1986,248000
4,3,3,0,3,9,5000,2014,889000
1,1,1,0,3,6,5250,1927,375000
3,1,2,0,3,7,3300,1906,933000
3,2,1,0,3,8,8412,1977,625000
2,1,1,0,3,6,4350,1943,328000
4,2,1,0,4,8,9900,1969,470000
5,2,2,0,3,8,6168,2007,502500
3,1,1,0,3,7,17400,1976,484000
2,1,1,0,4,6,7500,1961,252500
3,2,2,0,3,8,8893,1987,610000
4,2,1,0,4,8,10447,1969,419000
4,2,2,0,4,8,9377,1986,322500
6,1,1,0,3,7,2760,1918,563000
4,2,2,0,3,9,12591,1993,464000
4,4,2,0,4,10,4887,1951,870000
2,1,2,0,3,8,1196,2003,280000
3,2,2,0,3,9,11570,1994,850000
2,1,1,0,3,7,4370,1946,458950
2,1,1,0,3,6,5280,1946,122000
5,3,2,0,3,7,4591,1994,525000
2,1,1,0,3,7,31838,1962,286300
2,1,1,0,4,6,7425,1952,218450
3,1,1,0,3,7,4290,1955,525000
3,1,1,0,3,7,4290,1955,650000
4,2,1,0,3,7,48693,1949,356000
2,1,1,0,3,7,5000,1951,436500
3,1,1,0,3,7,7112,1979,410000
4,1,1,0,4,7,8311,1950,512500
4,1,1,0,3,6,7200,1925,510000
4,1,1,0,4,8,10297,1966,566000
3,1,1,0,3,8,26500,1948,525000
3,1,1,0,3,6,5500,1920,435000
3,2,1,0,3,8,68479,1989,406500
5,2,1,0,3,8,9473,1966,550000
3,2,1,0,5,6,10212,1949,251000
3,1,1,0,4,8,10125,1959,830000
4,2,2,0,3,9,7673,1989,803000
3,1,1,0,4,5,9360,1942,206000
4,1,1,0,3,7,7467,1944,200000
2,1,1,0,3,6,5160,1952,219000
